,text
528,"o quão lgbt cult br 🇧🇷 você é?

Alcione ❌
Anitta ❌
Ludmilla ❌️
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ❌
Zélia Duncan ❌
Ana Carolina ❌
IZA❌
Pabllo Vittar ❌
Sandy ❌
Glória Groove ❌
Bethânia ❌
Gal Costa ❌
Joelma ✅✅✅✅✅✅✅✅✅✅"
529,"@MayorAnitta E o maior hit da anitta tb é feat, a diferença é simples 

Megan: 

Geral - 1,2 bilhões
Solo - 400 milhões 

Anitta:

Geral - 587 milhões 
Solo - 538 milhões https://t.co/OdCQVHWlLQ"
530,"@Jvfb2023 @tracklist Pq ngm pensa que se ela e a Anitta fizer um single juntas seria um hit do ano, ai ngm reage"
531,"Em vez de ficar pedindo remix ou de comparar com artista X, era isso que os fãs deviam compartilhar: as ideias da Anitta, os esforços da Anitta na gravação do albúm, o conceito do projeto, informações relevantes e que iriam agregar valor. Vamos focar que ainda dá tempo."
532,"Tem uma vidente que disse que o álbum da Anitta vai fazer muito sucesso... 
Vai preparar o terreno pra vim um Hit global pós Álbum, e em inglês em !  Será um feat , e vai pegar 01global , 
Eu acredito porque ela nunca erra .."
533,"@alfonsolacruzz @Anitta Faço até mutirão pro bad bunny vir junto nessa
https://t.co/YwkAWvaW0H"
534,@Anitta A mas linda
535,"Tem algum anitter do Rio de Janeiro aqui que tenha celular com uma câmera boa e com disponibilidade sábado a partir das 13h pra ajudar a gente em uma ação na praia da Barra, posto 2?"
536,"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅️
Anitta ❌
Ludmilla ❌️
Claudia Leitte ❌
Daniela Mercury ❌️
Margareth Menezes ❌
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅️
IZA❌
Pabllo Vittar ✅
Sandy ❌
Glória Groove ❌
Bethânia ✅️
Gal Costa ✅️
Joelma ✅✅✅✅✅✅"
537,@MayorAnitta @envolxver hitando mais que a anitta https://t.co/skCh1wcQ4m
538,"@lipwtter @victorxdrop @sweetenerp4tt meio que fodasse ne nega, imagina um funk #1 não sendo da anitta, eu me mato"
539,"@coelhosoty de novo essa história de que ela desmereceu o benito pq te convém kkkkkkk se a kg estiver no remix de tá ok com o maluma, vai ter até a anitta divulgando (mais do que já divulgou). o que ela mais quer nesse momento (e em todos os outros), é funk nas paradas. sai da bolha"
540,@tracklist E a Anitta não faz nada
541,@yuribapt @vixnitter @AnittaCrave @Anitta @samsmith pois é… 1 mês e meio da em agosto
542,@arielluarte @pallomatamirys @Anitta Mais parecida c a anitta do que a própria anitta
543,@choquei Ea Anitta ainda segue não sendo artista https://t.co/qk8cHuUeSx
544,@duazlipw e ainda assim envolver tem mais streams https://t.co/dg8w77LKHr
545,"Vcs acham msm que a Anitta vai tá nesse remix? Pra mim nem fede nem cheira, sou fã dela, nem que ela virasse uma Pablo flop da vida eu ainda ia amar ela, NN sou fã de Chart sou fã dela, e vou tá ansioso esperando os próximos lançamentos... https://t.co/puUEE8FvNZ"
546,"@choquei imemoravel, jamais sera lembrada como anitta"
547,"@FernandaTexeir6 @KauanitterBOSS @Anitta @QGdaAnitta Já vi, é tão antigo isso kkk"
548,"@ddlready @vixnitter @AnittaCrave @Anitta @samsmith ela disse que o próximo single sairia em 1 mês, 1 mês e meio"
549,@alfonsolacruzz @Anitta @Anitta tem gente chorando aqui em casa
550,@AnittaCrave @JioSaavn @Anitta Índia adota a ani pls
551,"manos os anitters desesperados por remix, passaram o dia todo mendigando remix pra não sei quem lá, pra fulano, ciclano.vão ouvir rave funk gaes, parem de ser desesperados que tá feio
https://t.co/NbNHEDDXP8"
552,@choquei cho avisa que a anitta não é artista
553,@rafsgodoi Quando isso??
554,"A Anitta segue sendo orgulho nacional, já o Neymar não podemos dizer o mesmo https://t.co/Stsf6mdVtF"
555,eu to igual aquele video da Anitta falando EU VOU FALAR QUE TO FELIZ SIM CADA ESQUINA QUE EU VIRO É UM MOTIVO PRA EU FICAR FELIZ
556,eu nao gosto nem desgosto da anitta mas imagina ficar o dia inteiro procurando alguma coisa pra postar contra ela coragi
557,Pra mim esses “fãs” se importam mais com charts e números do que com a felicidade e realização da própria Anitta. https://t.co/AXamGQGtPk
558,@forumpandlr A Anitta é sonsa demais @jouse_me nunca tinha citado a Xuxa antes kkkkkk adora se gabar que é a primeira brasileira e tals kkkkkk
559,@bosssdude e a anitta faz tudo
560,"@alfonsolacruzz @Anitta Se uma pessoa chamada LUDMILLA falar com você, diga que não tem m pão velho e corra. https://t.co/qY9EMqV1a9"
561,"Eu estou sem fone, não consigo participar das SP"
562,@coelhosoty Como assim Anitta foi pra Porto Rico desmerecer o coelho?
563,@anifolls E vc q é fã da anitta
564,Deus desculpa mas eu amo a anitta
565,os bobos estão falando mal da anitta os espertos já estão anunciando aulas de brazilian alley blowjob para estrangeiros
566,@Badlucas_ @alfonsolacruzz @Anitta E quem disse que estou atrás de seguidores gay?? https://t.co/SX7ObhqNeG
567,@comentandorss @forumpandlr ai tu foi bem longe kkkkk só o que tem é declaração da Xuxa pra Anitta. A mais recente inclusive foi após o Grammy Latino que Anitta homenageou a Xuxa
568,"@Anitta @QGdaAnitta corre aqui, fui eu q pedi sim"
569,"@ChJemiii @QueenOfIsB hipocrisia seletiva kkk a sua burrice tb. lud e anitta eu acompanho, elas postaram. vc deveria checar antes de falar bobagem. agr a leitte de cabra e a cantora calypso perdem a carreira se os gls abandonarem. n expressam nem gratidão. aí é foda https://t.co/d7LiQxDGUO"
570,eras q nao vejo algo q me prenda a atenção
571,Eu indo pro show da Anitta
572,"@Badlucas_ @boyfromssa não preciso dizer, é meio óbvio kkk só inferir no “até eu”"
573,"@astroolynx @murditta eles fingindo que querem ajudar o cara, eles acreditam que “facilita” a anitta chartear por conta de ser reggaeton"
574,@AnittaCrave @JioSaavn @Anitta Vai emocionar crave
575,"o manager do Bad Bunny é o cão, viu que a Anitta foi pra Porto Rico desmerecer o coelho e já botou a Karol G no remix de Ta Ok. “se for pra alguém hitar com um funk que seja minha agenciada” https://t.co/Ca1BVIJS0N"
576,@JanainaLuna6 @astroolynx habla mesmo diva!! nós mulheres podemos ser o que quisermos 😘💋
577,po aninha me manda um z flip aí @Anitta
578,"@alecoutrins @choquei A nova faixa da Anitta, ele merece essa tortura com todas as forças."
579,@firstbraziliann Barulho do peido sonoro que Anitta lança
580,"@Badlucas_ @boyfromssa é só ver meu perfil e saberá q não me incluo (até pq apoio funk rave dia e noite), e ainda assim, esse remix seria TUDO, muito boa a música"
581,"@jgnitter @bibibelll a anitta assim pra esse reggaeton

https://t.co/oaRLkEcTsp"
582,"Cheio de anitters na TL se incomodando pq tão pedindo remix de Quitate la ropa e agora Tá Ok, gente vão dormir que amanhã é outro dia, e parem de ser desesperados por like, Ainda tem muitos lançamentos babadeiros da MAMIS vulgo Anitta por vir. FUNK RAVE foi só um aperitivo...bjs https://t.co/3e89rT6dXM"
583,"@samevell @ellizety10 @little_cms aqui no twitter a galera chama de ""experiência própria"" KKKKKKKKKKKKKKKKKK"
584,Muita palhaçada fazer o Remix de Ta ok e não colocar a Anitta junto
585,"Sinceramente?? 
Todas as músicas da Anitta em Espanhol parecem ter a mesma batida e parecem ser a mesma música."
586,"@alfonsolacruzz @Anitta Nada disso querido,num vai ter remix não pode ir tirando o cavalinho da chuva"
587,"gente tem nada a ver com anitta, kisses, etc kkkk era só uma publi mesmo"
588,"quão lgbt cult br 🇧🇷 você é? 

Alcione Marron ✅ 
Anitta ❌
Ludmilla ✅
Claudia Leitte ✅
Daniela Mercury ✅
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ❌
Sandy ✅
Glória Groove ❌
Bethânia ✅
Gal Costa ✅
Joelma ❌️"
589,"@is_hitalo acho mt dificil a ponte do dennis e do kevinn serem tão fortes a ponto de ter maluma e karol g, por mais q ta ok sozinha seja um sucessooo no topglobal, pd ser q a anitta ta envolvida de algm jeito, ou arrumando os fts ou ent junto no remix"
590,"Um beijo da Anitta 😘
https://t.co/WdFimKv9J9"
591,@AnittaCrave @JioSaavn @Anitta Só capa ou a música tá em #1 na playlist?
592,@euovitinn @clube_da_anitta mto eu
593,@EspacoGlorioso fica elogiando que já já a Arábia vem
594,"@duazlipw e se lançasse iriam iria flopar todos! fora que nem hit solo ela tem, pra esse fan dela falar alguma coisa"
595,Alguns Anitters falando que lançar Remix de QLR do La Cruz não irá trazer benefícios pra ela. MAS É LÓGICO QUE NÃO meu Deus... é pra trazer reconhecimento pra ELE! Vocês agem como se a Anitta tbm não já tivesse no lugar dele... como se a Anitta no começo não dependesse de fts...
596,"o quão lgbt cult br 🇧🇷 você é?

Alcione ✅ 
Anitta 🚫
Ludmilla ✅
Claudia Leitte 🚫
Daniela Mercury ✅
Margareth Menezes ✅
Ivete Sangalo  ✅
Zélia Duncan ✅
Ana Carolina ✅
IZA ✅
Pabllo Vittar ✅
Sandy ✅
Glória Groove✅
Bethânia ✅
Gal Costa ✅
Joelma ✅
Wanessa Camargo✅"
597,@S2tavio @Junitt0 sua fv mudou da água pro vinho
598,"opinião impopular: anitta prestava na época que cantava ""eu vou ficar"", depois foi ficando sem graça e as músicas chatas"
599,"Seu gosto musical em 4 mulheres:
Luiza Sonza
Anitta
Pablo Vittar
Juliette"
600,pior raça eh fã da anitta taylor e blackpink ao mesmo tempo como pode uma pessoa ser tao azarada na vida https://t.co/1V9M23PsOd
601,essa serie da anitta tem um ar de zorra total  amo mt
602,"@eduaart @Anitta @QGdaAnitta @AcessoAnittaR @ConexaoAnitta Quem é essa caveira no roxo? Amei os dedos, a mão 😍"
603,"@larosanittaa @AnittaCrave @JioSaavn @Anitta Eles tão certo investi na Índia, amor o país tem 1,4B de pessoas cada pessoa ouvindo Anitta vai ajudar muito"
604,Minha maior aquisição (abaixo de Jurandir) de toda minha vida rs https://t.co/ZE93oOAShf
605,Se dá essa música pra Anitta ela quebra essa internet novamente
606,o palco 360° da festa dos visitantes me lembrou os ensaios da anitta seria perfeito bicho 😭
607,E no final todo mundo só conhece pelo meme de Numanice kkkkkkkk o meme deu uma carreira pra Ela
608,@AnittaCrave @JioSaavn @Anitta Eita como investe ?
609,"@j_bufalo @choquei Aí tá faltando letra K nesse ""KKKKKKK"", viu? Mas se você curte a Anitta, divirta-se com o álbum! 💁‍♀️🎶"
610,@girIfromhonorio Se fechar o Twitter... a anitta tá em #1 pra gente https://t.co/xDRzrP3bu0
611,"@Badlucas_ @boyfromssa mas o post foi sobre fãs desistirem da música. e vc disse que a resposta era pq apoiam um remix. eu te respondi dizendo que até eu CUP DO CUP (que jamais desisti de funk rave e dou stream 24horas por dia), TAMBÉM apoio o remix pq ficou muito bom. não é difícil"
612,@boyfromssa Pq acham q o sucesso vem da noite pro dia
613,@AnittaCrave @JioSaavn @Anitta O spotify Índia faz muitos streams?
614,@siteptbr e a Anitta usou o que PT? https://t.co/uItMtbBZMI
615,@TruthGPTBot @choquei Novo álbum da Anitta KKKKKKKK
616,@rede_marco @Anitta @LulaOficial Dois nojo
617,"@AnittaCrave @JioSaavn @Anitta Índia, está em suas mãos (pq se contar mesmo com os burriters brasileiros ultimamente, a any ta ferrada)"
618,@j_bufalo @choquei Isso é o nome do novo álbum da Anitta ou você está apenas expressando sua vontade de sair do grupo de WhatsApp da família? 🤔
619,"que delicia de reggaeton aprende de uma vez, anitta  https://t.co/PF0Tc3ULZH"
620,com um tesao acumulado de chloe anitta e luisa sonza
621,@nalucates Eles querem números essas desgrassa não é fã da artista e sim de números/charts
622,@EJR_Sousa @bchartsnet Vey não tem nem comparação com a outras sou muito fã da Camila cabello mais a Shakira e outro patamar e muitos anos de carreira e a mulher continua sempre em evidência pra mim as maiores e Shakira Karol g e Camila cabello e Anitta também
623,@larosanittaa @AnittaCrave @JioSaavn @Anitta só o país mais populoso do mundo
624,@ilodicria Maldita me refiro a anitta
625,@siteptbr e a anitta foi vista fazendo o que pt?
626,"estar na argentina é pensar frequentemente ""e não é q a anitta realmente tem uma carreira internacional?"""
627,"Alguém me explica um negócio, a karol g tá no remix de tá ok? E a anitta pode estar também? Socorro eu não tô entendendo nada, eu tava ali na resenha com os familiares na fogueira kkkkkk https://t.co/1ZxeSMCaoP"
628,"@welitonsou n aguento mais ver a anitta fracassar, sem twitter n vou ver mais nada https://t.co/7Aal8eWbTI"
629,@boyfromvenuss99 @burntalla a anitta tbm recebia ate começar a se achar xerecuda e ela msm esqueceu do próprio pais natal como se ela so n estivesse onde esta por conta do brasil
630,@vittardix @alfonsolacruzz @Anitta vai da o c* gay
631,@tenokez @Wecsleyjr Amg hater da anitta não tem argumentos não kkkk
632,vcs não tem noção o quanto espero esse feat entre anitta e karol g…. deixem eu viver meu LUTO
633,"fiquei obcecada pelo óculos que a anitta usou nas férias dela e não sosseguei enquanto nao fucei o aliexpress de cabo a rabo E EU ACHEI

e vim aqui dividir meu link com esta rede tao querida:
https://t.co/H3Mc5Od75r https://t.co/9A6NVdUsHP"
634,a rafa militão é a anitta no mundinho dos djs locais né? ninguém acima dela
635,"n aguento como eles querem comparar a anitta cm artistas q já tem a carreira consolidada,  juram q um 1# global no spotify conta mais q todos os hits q todas essas cantoras ai"
636,@tracklist Jamais será Anitta
637,Ainda está rolando! Entrem! 🌈
638,"Opa @SerginSFC você poderia me ajudar? 

Queria saber qual a opinião do Cassin, Farinha, Cafundó, Anitta e demais sobre o trabalho do  amigo, o grande Caio Nascimento, desde que chegou no Santos. Ele e seus amigos choraram na contratação, acho que ele fez boas indicações"
639,"Anitta é capa da playlist ""Latest Latin"" da JioSaavn.

— Está é uma das maiores plataformas da Índia. 🇮🇳 https://t.co/tg2qC6FCc3"
640,@AnittaCrave @JioSaavn @Anitta Meu sonho ela ficar grande em pelo menos um país da mesma forma que ela é aqui
641,"Se vocês criarem um remix no meio dessa era, eu não respondo por mim!"
642,"@AnittaCrave @JioSaavn @Anitta Se a Índia abraçar, vem hit de 1 bilhão KKKKKKK"
643,"Deixem de ficar pedindo remix com tals cantores anitters plmd a Anitta tá focada no álbum,porra de remix com desconhecido as vezes vcs são mais haters doque fãs https://t.co/X24wvqyna4"
644,@Badlucas_ @boyfromssa tá explicado
645,Anitta no reaggaeton é tão superior https://t.co/AuT36YT9n8
646,"@byungerking Ta igual Anitta a gata, mudando pra carreira internacional"
647,@AnittaCrave @JioSaavn @Anitta Que estratégias são essas gente
648,"o conrad eh insuportável, um bj da anitta"
649,"Tipo o Conan não ouvindo o álbum novo da Taylor pq tava ocupado e levando hate massivo, a Billie ficando pouquíssimo tempo na festa da Anitta e geral chamando ela de chata (quando mt provavelmente não é o rolê dela)
Como fã de diva pop é *"
650,@DjPedroSampaio Anitta nas Arabias
651,@poxawiu @alfonsolacruzz @PAnittaNotice @Anitta @QGdaAnitta Se ele tá postando é pq já tem alguma coisa nos bastidores!! Vai rolar sim e se reclamar vem mais um feat aleatório em português
652,"Engraçado, agora querem Anitta no remix de Tá OK!"
653,"@vittardix @alfonsolacruzz @Anitta Sem pão velho hj Jorginho, ele deixou bem claro , ""com anitta"", vai fazer vídeos cupkake da drag q tu ganha mais"
654,"Malhar A,B e C de uma vez é um caminho sem volta 🥵
Deus salve o pré-treino"
655,"@__galante Se tu fizer um clipe com a Anitta eles te validam como negro, pra dizer que a Anitta tá sexualizando corpos pretos."
656,@kissesfromrio @clerton_del @AnittaCrave @JioSaavn @Anitta Eu queria tanto que isso fosse uma realidade
657,"Eu fico aqui pensando o quanto e doido hoje em dia ter paula fernandes com um feat com Taylor… Gaga com Pablo, Anitta e Madonna, Luisa e Katy…"
658,"Imagina comparar um remix de um REGGAETON com um desconhecido, com um de Funk com grandes nomes da AL e que iria agregar ao próprio album da anitta

https://t.co/vDQa309r9n"
659,@anittinhah Pois que enfiem a Anitta nisso
660,@clerton_del @AnittaCrave @JioSaavn @Anitta eita q vai hitar horrores entre os indianos
661,@Badlucas_ @boyfromssa kkkkkkk crtz q não me conhece
662,"Atenção para o Resumo do dia! ⚠️

.. Deu ruim para as Docshoes, e a novidade? Nenhuma! Cai tudo no nosso mesmo.. como sempre! ... 

 🫠🥲 

Esse é o resumo, até mais.. tchauu! 
Beijus da Anitta 😘✨ https://t.co/2ZzwfLdSqf"
663,@revesunset Mc Melody e Anitta da Coreia
664,"Acho mt mico isso dos “anitters” quererem sempre a anitta no #1 e quando nn tem o resultado esperado abandonam, ou criam teorias pra tentar associar ela ao #1. Povo foca mt em charts. Querem charts pra que? Pra felicidade da fav, ou para usar de “argumento” em treta?"
665,@AnittaCrave @JioSaavn @Anitta Só na Índia mesmo
666,"@naoepossiveel @boyfromssa corta pra ela divulgando a semana toda, dando entrevistas, participando de programas e etc + redes sociais. não se faça de sonso"
667,"@siteptbr Ela teve umas tiradas muito engraçadas, devia ficar fixa. 

A parte q ela comentou Anitta x Melody e Gugu foram o auge."
668,"-recusou entrar no rmx de tá ok Anitta? 
-priorizei a vontade dos meus fãs e vou lançar com o venezuelano
 
oq ia ter dessas ""centrais"" do venezuelano q surgiram hj td se rasgando ñ tá escrito 😌
https://t.co/rtqsvplxsC"
669,@bankressuscita @alfonsolacruzz @Anitta a falta que uma vírgula faz mds
670,"@kissesfromrio @AnittaCrave @JioSaavn @Anitta Tem 1,4B de pessoas"
671,@nane_oliveiraa Particularmente acho mais bonita que a Anitta. Mas ela não sabe cantar muito bem.
672,acabei de ver o vídeo da anitta e ai gente
673,@LudinaMachowsky @10Juscelino Quem é Anitta?
674,"essa transição automática do spotify é muito boa, eu amo https://t.co/W9HTTJ928t"
675,"@GREGOxb @weesleeyley A, eu tô assim. Quero algo q agregue na carreira da Anitta daqui por diante, e esse remix é perfeito. Não com aquele La cruz. 'ai, mas Anitta n tá ligando p números' MAS EU TÔ."
676,@legadaodamassa Qualquer uma da anitta
677,estanho parar pra pensar nisso tudo sabe
678,eu esperava mais da nova coleção da shein c a anitta
679,@envolxver dessa anitta de hoje em dia jamais amor mas adorava a do comecinho da carreira https://t.co/fMKRgX9h7x
680,@Nordestinabr @QGdaAnitta @Amenemopet @RANGEROX0 @alberthcost Só entro se a Anitta tiver in kkk
681,"""meio que culpa nossa?"" Ooooooxiii culpa minha que não é! Eu faço a minha parte, todo dia dou meus streamings! A música é focada no mercado Internacional, a Anitta faz charts aqui pq ela é ""A Anitta""!!! E tá tudo bem bb, próximo tópico agora 😌 https://t.co/VQVkZ8E29r"
682,@Badlucas_ @boyfromssa mas o remix até eu quero kkkkk
683,@AnittaCrave @JioSaavn @Anitta lá não tem tipo 1B de pessoas? vai hitar amo
684,o lugar da anitta é no REGGAETON https://t.co/uOREtHonT3
685,@anittinhah anitta tem q entrar
686,@boyfromssa Não aceitei quero um ft dela com a Anitta
687,"Eu vi anitter tentando crucificar quem tava pedindo remix de QLR pra agr a noite os mesmos anitters tarem pedindo a Anitta no remix de TA OK 
https://t.co/6myu83iO2Y"
688,@AcervoCharts Tipo a Anitta que se chama Larissa kkkkkkkk
689,"@anthony_00s Ela no remix dessa música! Já tô até vendo aqueles anitters com síndrome de pop star dizendo ""agradeçam anitta por isso"" aí vai se iniciar a 100 guerra mundial entre anittersxfasdakarol"
690,meu sonho ficar magrinho igual a anitta tá 🥺🫰
691,@forumpandlr quando a anitta lançar um hit que nem Lua de Cristal e Ilariê a gente conversa
692,"@jojonathanmatt Eu não falo nada, comentei no tweet do Dennis pedindo Anitta no remix de Ta OK e quase me mataram nessa rede social, agora estão vendo que vai dar muito certo se a Karol G ou Maluma estiver na música querem enfiar a Anitta no meio kkkk"
693,"Acabamos de pousar no RJ e a Liz lançou a braba…
“Amor, a gente tá no Rio de Janeiro… Igual a Anitta”"
694,"@jubileith @alfonsolacruzz @Anitta vão fazer igual estão fazendo com funk rave, e ainda é capaz de culpar o coitado do menino se a música não hitar"
695,@is_hitalo @motaxwz Não viaja!
696,@pallomatamirys @Anitta Gente ficou parecendo com a Rafa Uccman https://t.co/TgpUukZX1p
697,"@cockinessguty @forumpandlr Fora as nossas modelos, Gisele, Adriana, Alessandra, elas são muito requisitadas, gigantescas, absurdas, Anitta não chega aos pés desses nomes"
698,Cadê vcs? Estamos aqui
699,@hemersn Ela ativa uns tes@o de 30 Anitta quando escuto por Deus
700,"@DieggoAraujjo anitta é esperta e acho que desde sempre antes desses lançamentos ela ja sabia que todas essas seriam um marco, tanto q não se faz mais pop no brasil como antigamente infelizmente"
701,Tomara q a Anitta ignore esse povo q tá pedindo remix e foque só no álbum!
702,@RenanAllves @forumpandlr Mas a Anitta não mentiu https://t.co/JmbEOchkGI
703,a anitta é o scooby loo da xuxa
704,fui ver agr q seguia a Anitta kkkkkkkkkkkkkkkkkkkk ????
705,"@kauscaos não, a anitta fez isso primeiro lá em 2017 😍"
706,"@woozinher Fala da Anitta, Luke https://t.co/NsV9qbY5jM"
707,"@_shy_ra @semladrao O pobre kkkk Ela disse.o pobre kkkkkkkkk

Faz chupeta.como a.anitta.

Kkkkkkkkkkk https://t.co/mFyeKjsH1o"
708,@alfonsolacruzz @Anitta Bora @Anitta Se liga em
709,"até parece que a anitta vai lançar uma música só pq alguns fãs querem, se ela fosse fazer o que pedem já tinha um álbum inteiro de reggaeton a muito tempo, não cantava em inglês, teria trocado a capa do vom e o paulo pimenta também https://t.co/63UlvMPR0Q"
710,"Entrevista Completa, venham comentar! https://t.co/cjPPVNlaG6"
711,@Bysweetenerx @mfelpsx @tracklist Que desculpa sua anta burra eu tô falando do menino ser fã da Anitta seu jumento
712,@_INeedA_ Mas todo o nada ficou um bom tempo no top 200
713,@jeanmuncao @KauanitterBOSS @Anitta @QGdaAnitta ela tava só a disposição jogando tudo https://t.co/p8ikSh1pY8
714,@eunettosouza @ConexaoAnitta tem no YouTube. isso ai é uma série.
715,"@Badlucas_ Mas também, os Anitters encheram o saco dele pra fazer um REMIX com a Anitta"
716,@alfonsolacruzz @Anitta sim mas antes disso você tem que pegar um fã dela para aprovarmos  https://t.co/PsKax3PDRK
717,@SeriesTWBZ Silo e babado graça a deus já foi confirmado a 2 temp
718,O  Richarlison ao som de Funk Rave de Anitta https://t.co/BLvRrvCo3p
719,@siteptbr Enquanto isso ninguém quer a Anitta por que se ela tiver filhos vão ser os cão https://t.co/rNKWY0u145
720,@michelmkp @tracklist a carreira da anitta? old
721,@paulosouzaaa__ anitta demorou muito
722,@tinfromrio ela hitando o funk antes da Anitta tchau
723,"@burntalla não sou fã da anitta, mas???? desde quando elas são brasileiras? KKKKKKKKKKKKKKK https://t.co/yS1oRmAool"
724,nessa briga entre swifties e lizzo estarei bloqueando a anitta https://t.co/LXK8OXA1qR
725,"@anittagolden Deixa ele sofre, aí gente, não vejo gringo"
726,"karol g vai pro remix de Ta Ok, vai chartear WW e os vira latas que odeiam a anitta vão dizer que ela não exportou o funk pro mundo, que foi outro artista de fora kkkkkkk aguenta o rojão"
727,cada flash é um fracasso da anitta:
728,Simplesmente n consigo não gostar da Anitta
729,encontro com pessoas que nunca imaginei no senai
730,"o reputation ali duas vezes, não tem como, é e sempre será o maioral
tem até Anitta, quem diria né, a música é boa https://t.co/GzwT5kEIul"
731,@anittagolden Ta vendo que não é gringo
732,@tinfromrio vai levar primeiro q a Anitta mds
733,"1 semana pro meu aniversário 
bjs da anitta"
734,"@tinfromrio anitta levou primeiro, só n levou pros charts 😭  https://t.co/DLskbnRWOm"
735,@lenypiper @alfonsolacruzz @Anitta Ela nasceu pro reggaeton
736,@siteptbr já fez mais pela humanidade que a Anitta e o Bolsonaro
737,Eu odeio a Anitta kkkkkkkkkkk mais mentirosa que ela só os meus amigos homens
738,@DieggoAraujjo checkmate e bang pra mim são as bíblias da anitta
739,"essa musica da anitta kk eh muito ruim mas o clipe ta bem legal as cenas das pessoas, pena q n tem nada a ver com a musica"
740,"@BoRbALiP @iBlogueirinha kkkkkkkk seria o sonho da anitta né, até parece que a blogs ia se rebaixar assim"
741,@lenypiper @alfonsolacruzz @Anitta gente isso é inteligência artificial ou vazou?
742,Certos “fans” deveriam tomar vergonha na cara e pararem de ser tão escrotos . Anitta passou por tanta coisa durante o processo de criação do álbum e vcs aqui gongando o sonho dela e pedindo remix e feats . Pra depois soltarem a mão como sempre fazem😒
743,"@diogxwz Acorda! Nem se a anitta pegar todos os ganhadores de aotys, sotys, rotys e bna... ela vai ganhar um grammy https://t.co/RyLL9hcIzn"
744,Diva ❤️
745,O Genie falando sobre a Anitta https://t.co/GVHGhelgTJ
746,@parra_com_isso Não vou perdoar o fã clube da Anitta
747,"agr um fato: Anitta não quis entrar no remix de ta ok e certamente ajudou nos feats maluma e karol g, pq acho q o objetivo dela é abrir o cenario do funk pro mundo, e depois vir com suas músicas, não ser one hit e acabou https://t.co/x42PwxwIoN"
748,ja nao sou beijos da anitta
749,@ConexaoAnitta pra mim essa é a melhor música dela
750,"@funk_rave @Anitta Acredito que não terá um investimento estrondoso, mas terá investimento sim.
Ela já disse que estão em processo de fechar performance e coisas do tipo, a música tem potencial. Top 01 global? Ainda não, mas que #FunkRave vai emocionar, eu sei que ainda vai."
751,"@forumpandlr As gays daqui são burras só pode, ela está flnd que a própria Xuxa fala que depois da própria veio a Anitta e vcs enfiando a Carmem Miranda no meio que não foi citada pela rainha dos baixinhos só mostra quanto brasileiro é pessimo para interpretação igual 🇱🇷 com geografia"
752,@lisdexanfetabia só falta Anitta falar que o nome dela não é Anitta
753,"@choquei O que isso afeta no desempenho de Funk Rave, Cho?"
754,"@siteptbr O que isso afeta no desempenho de Funk Rave, pop?"
755,sempre dou mtas risadas sinceras com esse meme da anitta kkkkkkk
756,"@PEREIRAMADU0 sim, e bjs da anitta"
757,@envolxver @MayorAnitta não ironicamente melhor que tudo da anitta e flopou apenas pelo boicote da gravadora dela amor se vc não sabe deu até processo e tudo mais :)
758,"@choquei O que isso afeta no desempenho de Funk Rave, Cho?"
759,@iBlogueirinha Mentira todos sabemos q Anitta é amiga da blô!
760,"@siteptbr O que isso afeta no desempenho de Funk Rave, pop?"
761,"@popchartpc a Karol sempre pisando na Anitta, mais um hit no spotify global pra fada ♥️"
762,@poptracks anitta sonha em ser
763,karol g e Anitta kd o feat de vcs ? https://t.co/TdRXeFuQUd
764,@QGdoPOP Eu queria tanto um feat dela e da Anitta
765,"top 5 artistas br no meu lastfm

27 clarice falcao 
35 anitta
43 um44k
50 matue
55 7 minutoz  vou me m"
766,e nada de feat com Anitta https://t.co/T1eaygGKH5
767,@_lov33s avisem pro kevin pra ela meter anitta no meio nem que seja pra back vocal em 'Toma toma toma' https://t.co/H2SEGk6kIg
768,@envolxver eu literalmente falando que ela decaiu artisticamente e falando que gostava da anitta do começo da carreira KKKKKKKKKKKKKKKKKKKKKKK qual seu ponto amor?
769,Anitta fracassada tapete de Ludmilla — Sai do fake aespermas https://t.co/wjJpR891cf
770,Assim como anitta se chama Larissa tá tudo no mindset alfa percebam
771,@bluepennaa a anitta da coreia
772,"@anittagolden Se fosse gringo de vdd, pronunciaria Ludmiia"
773,@iBlogueirinha a carreira internacional da anitta no brasil não é levada a serio
774,@MayorAnitta @envolxver apois a anitta não se escora nem solo e nem com escoro pq os últimos lançamentos solos e feat floparam todos
775,@is_hitalo Karol g Curtiu o post em que ela dança a música.... e a Karol não curte muitas publicações da anitta não... https://t.co/6yKczAmBq8
776,@AcervoCharts ja é mais bonito que o da anitta tbm!!
777,@lisdexanfetabia ela é realmente scooby loo da anitta pqp
778,@yoonskinn No canal da blogueirinha tem um monte de vídeo com a Anitta 🤓
779,@updatecharts é a anitta
780,@diogxwz Errada pois a Rosália jamais vai da top #1 em toda AL pra anitta e a Karolina sim
781,@michelmkp Só tá falando isso pq é fã da Anitta
782,Eu só vejo exposeds do Neymar… a toda hora um diferente
